customer_tweet_id,customer_message,uber_response,created_at,suggested_intent,intent,predicted_intent,confidence,correct
667900,@115873 hope there's a lag in my credit to my account because my app is telling me I've been credited $5.00 🙃 https://t.co/aFcdQBraC5,@279216 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Thu Nov 23 03:27:24 +0000 2017,fare_payment,fare_payment,general_support,0.7451882204750052,False
2950089,@115873 My phone is 954-554-4853. Last night my driver of Chevrolet Equinox DVDC57 was lost. I watched him on map. I cancelled after seeing him wander in other directions. Was charged both $13. + $24.19 for next ride. Pls refund $24.19.,@136346 We can take a look! Send us a note via https://t.co/1xM0TILvAI so our team can get in touch.,Wed Nov 29 17:03:51 +0000 2017,fare_payment,fare_payment,lost_item,0.7579047354186655,False
14353,@Uber_Support Over 90 minutes with no response to missing items with my eats delivery. Do you even have support? I feel like the name lies,@119064 Here to help. Send us a note at https://t.co/ZFaWy0Lkdu so our team can connect.,Wed Nov 01 01:27:40 +0000 2017,fare_payment,lost_item,delivery_issue,0.9671742637488269,False
2901196,".@Uber_Support - just downloaded the app last night using my friend’s link. Used uber today, but never saw a place to use credits from my “FREE Uber ride” How does this work? https://t.co/xO6hYP0ER4",@617358 Hi there! Please visit; https://t.co/CSw3jYhCzc for more info. Please let us know if you have any other questions or concerns.,Tue Nov 28 17:54:52 +0000 2017,fare_payment,fare_payment,general_support,0.5089453134812858,False
1396296,@115873 Why are drivers allowed to give 1* feedback after you neg them for their mistake?,@163689 Here to help! Please visit https://t.co/kWptmPiR2h for more info.,Sat Oct 28 14:42:40 +0000 2017,fare_payment,driver_issue,general_support,0.8265425229083161,False
2549925,@Uber_Support Not only did the driver went another different route as you can see on the driving record. overcharged $30,@724476 We can take a look! Send us a note via https://t.co/y4EDPcVZOI so our team can get in touch.,Mon Oct 30 14:17:40 +0000 2017,fare_payment,fare_payment,driver_issue,0.8714314238423095,False
2753912,@115873 Why have I just had a bill adjustment for a extra $15 because 4 people were in the car when it was just 2 of us! Ridiculous 😡,@337270 We'll get this sorted out! Please send us a note at https://t.co/d5bcSs07DJ so we can connect right away.,Tue Oct 31 18:27:51 +0000 2017,fare_payment,fare_payment,general_support,0.5414653138417264,False
1559402,@Uber_Support I requested a trip but the driver was rude he refused to take a trip after i was in his car and he charged me for no reason https://t.co/1mrAsTHyxE,@481898 That doesn't sound right. DM us the email address connected with your account so our team can follow up with you!,Sat Aug 19 19:25:09 +0000 2017,fare_payment,driver_issue,fare_payment,0.7841706566122155,False
135678,@Uber_Support Why should I be billed in the first place?,"@146579 thanks for reaching out. As requested, the credit on your account was removed and you were refunded the full fare of the cancellation fee. You should see this return in the next 3-5 business days.",Fri Nov 24 09:46:29 +0000 2017,fare_payment,cancellation,general_support,0.8595395760607834,False
2871082,@Uber_Support I can’t use my free ride it’s asks for a payment method when it’s free,@250109 Here to help! Find out more info here https://t.co/paDlcZi0nv,Tue Nov 28 02:42:53 +0000 2017,fare_payment,account_access,fare_payment,0.9260256773469382,False
32001,@Uber_Support Since 12Oct you are saying that 2 reversals will b credited in 2-3 days. Its November guys. Where are the reversals?#UberSucks,"@123083 We can see a member of our team has reached out via email. Due to the nature of this issue, please follow up there. Thanks!",Tue Oct 31 19:25:20 +0000 2017,fare_payment,fare_payment,general_support,0.8976509571371784,False
468284,"@Uber_Support why the hell am i not able to make a payment for my last trip. You are the first company i encountered that does not want the money customer is trying to pay. Not able to book another ride. tried all payment options from website login, still doesn't work. need help!","@226503 We're here to help! Send us a note here, https://t.co/xMxswVLBKT and our team will be in touch.",Fri Dec 01 06:07:55 +0000 2017,fare_payment,account_access,technical_issue,0.6577292571134371,False
2171767,It’s not fare for driver to demand after trip starts ( unless we agree they drop us in between) and @115873 is worried about your promise to customer. What’s the difference between #uber and local auto?,@636956 Here to help! Please send us DM your email address with details so we can follow up.,Thu Nov 09 12:14:33 +0000 2017,fare_payment,driver_issue,fare_payment,0.4757498109945643,False
683905,@Uber_Support If I am credited why do i need to pay the next driver. As a matter of fact if a driver is the one that cancels the trip why at all should a charge be on my account. Come on,@283219 Thanks for the quick response. Can you send us a DM (direct message) with your email address so we can follow up.,Thu Nov 23 12:25:46 +0000 2017,fare_payment,cancellation,fare_payment,0.9626887900739035,False
2933207,@Uber_Support right now I going to Guwahati airport.. driver forcing me to cancel ride.. because I have selected online payment methods..,@683352 We're so sorry about that! Can you please send us a DM with your email address and additional details so we can assist?,Wed Nov 29 09:01:57 +0000 2017,fare_payment,driver_issue,cancellation,0.8253863684225248,False
1419157,@Uber_Support ... why does it show two charges for same ride? https://t.co/jYZhRfHX0G,@449873 Here to help! Send us a note via https://t.co/DceIRNI6kV so our team can connect.,Wed Nov 01 23:54:31 +0000 2017,fare_payment,fare_payment,general_support,0.8253002325683111,False
2392004,.@115877 You should let people know that you don't deliver to their area BEFORE they set up an account and enter payment information! Now I can't delete my account. #dataprotectionissue,@688887 Here to help! Send us a note at https://t.co/jzZ4eEM0T3 so our team can connect.,Tue Nov 14 10:05:59 +0000 2017,fare_payment,account_access,fare_payment,0.4799738958409001,False
1281504,bummer i can't make any of my credit cards work. any solution? I've tried solutions from forums t no avail. I'll take a cab instead @115873 https://t.co/Pewhx8LCA2,@419830 We can take a look! Send us a note via https://t.co/yqIhbGRNqi so our team can get in touch.,Thu Oct 26 17:06:10 +0000 2017,fare_payment,account_access,general_support,0.6182915959414804,False
2614364,"@115877 ubereats.. Whats going on!!! cant order from place i always order from because now its too far!!! then when it finally goes thru cant pay ""Error verifying payment profile"" then ""Could not find created order"" errors!!! wtf!!","@739054 We apologize for the trouble! Send us a note here, https://t.co/3eYc7uUEUm, and our team will be in touch.",Fri Nov 17 13:38:40 +0000 2017,fare_payment,technical_issue,delivery_issue,0.9986783711737309,False
1461045,@115873 it is unfair to charge me 5 ringgit in the next trip.the uber driver i called told me he didn’t manage to take me to the place I wan.,@459113 Here to help. Send us a note at https://t.co/1xM0TILvAI so our team can connect.,Thu Nov 30 18:55:32 +0000 2017,fare_payment,cancellation,fare_payment,0.6212726073408336,False
1155715,@Uber_Support is a huge mess! My rides kept getting cancelled at the last minute because they said my credit cards were invalid. Idiots!!,@391868 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,Sun Oct 15 14:47:41 +0000 2017,fare_payment,account_access,cancellation,0.8750024547070184,False
2846357,Good evening @Uber_Support @115873 I was billed twice for one trip. Please explain.,"@791671 We can definitely take a closer look! Contact us here; https://t.co/DceIRNI6kV, so we can help.",Mon Nov 27 18:19:02 +0000 2017,fare_payment,fare_payment,general_support,0.7798538688124067,False
1246914,Gotta love @115873 Eats: drink spills en route and only refunds the cost of the food. I guess I paid $4.99 to spend three hours complaining?,@412543 We have received your DM and will connect with you there. Thanks!,Thu Oct 26 00:53:47 +0000 2017,fare_payment,delivery_issue,fare_payment,0.8308397534495869,False
997915,@115873 wtf? My driver cancelled on me when she arrived. When I requested a new uber she confirmed it so i had her twice and got charged twice.,@356296 Here to help! Send us a note here https://t.co/1xM0TILvAI so we can assist.,Mon Nov 20 04:32:52 +0000 2017,fare_payment,fare_payment,cancellation,0.9526340955945654,False
2837745,So I don't use @115873 too much cuz I'm broke...do the drivers not make a portion of the fare? Is the tip option so that they make money or for extra $$ for a good experience...help!,"@789798 Happy to explain, Christopher. Uber partners earn money based on the trips that are taken whether or not a tip is offered. Tips are extra earnings and are sent directly to the partner with no service fee taken out.",Mon Nov 27 15:35:42 +0000 2017,fare_payment,general_support,fare_payment,0.9776046527119636,False
2975053,@115873 I love how my uber driver at #PHX just told me he wouldn't make it and then refused to cancel so my card got charged full fare. Seems like fraud to me. And for the record this was Uber Black not Uber X. https://t.co/5TAoGmWaN0,@256906 Here to help. Send us a note at https://t.co/wW2bTlNcsR so our team can connect.,Thu Nov 30 02:30:25 +0000 2017,fare_payment,driver_issue,fare_payment,0.7737759074262114,False
473390,@Uber_Support They gave me a $10 credit for a $57 meal that went to waste 🙄,@227717 Sorry for the trouble! Please send us a DM with your email address with details so we can follow up.,Sat Dec 02 03:57:48 +0000 2017,fare_payment,fare_payment,delivery_issue,0.5125362338377522,False
996981,"@Uber_Support No matter how many times I contact you, I cannot get my AMEX credits to work. Your suggestions don't work. This is incredibly frustrating",@356079 So sorry about that! Send us a direct message (DM) with your email address so we can connect right away.,Tue Nov 21 18:11:15 +0000 2017,fare_payment,fare_payment,general_support,0.6561590458011991,False
1043132,@Uber_Support received a receipt which I cannot open for a cancelled trip today which the driver cancelled?,@311320 We're happy to connect. Please DM us the email on your account and we'll be in touch shortly.,Thu Oct 12 17:42:46 +0000 2017,fare_payment,technical_issue,cancellation,0.9998188316672318,False
